Record_ID,Train_ID,Route_ID,Station_ID,Travel_Date,Scheduled_Departure,Delay_Minutes,Passenger_Count,Cancellation_Flag,Delay_Reason,On_Time_Flag,Revenue_INR
11616,TR0011,RT0271,ST0076,21-05-2025,21-05-2025 03:30,0,901,No,No Delay,Yes,966123
11617,TR0002,RT0090,ST0098,29-04-2025,29-04-2025 21:00,71,1320,No,Technical Issue,No,1423628
11618,TR0178,RT0088,ST0049,09-01-2025,09-01-2025 01:45,0,1015,No,No Delay,Yes,793866
11619,TR0169,RT0083,ST0089,17-06-2025,17-06-2025 15:15,20,737,No,Crew Delay,No,737085
11620,TR0194,RT0020,ST0036,20-09-2025,20-09-2025 20:30,0,1056,No,No Delay,Yes,469333
11621,TR0131,RT0107,ST0007,27-07-2025,27-07-2025 12:45,39,967,No,Crew Delay,No,322572
11622,TR0080,RT0272,ST0015,15-10-2025,15-10-2025 10:15,34,1340,No,Congestion,No,577732
11623,TR0179,RT0098,ST0085,01-03-2025,01-03-2025 10:00,106,199,No,Signal Failure,No,94622
11624,TR0196,RT0232,ST0025,15-12-2025,15-12-2025 15:30,53,585,No,Congestion,No,784752
11625,TR0087,RT0057,ST0057,29-12-2025,29-12-2025 09:30,1,903,No,No Delay,Yes,1016063
11626,TR0153,RT0149,ST0038,20-02-2025,20-02-2025 03:30,84,639,No,Technical Issue,No,597675
11627,TR0158,RT0235,ST0037,09-02-2025,09-02-2025 18:15,28,845,No,Technical Issue,No,551131
11628,TR0106,RT0137,ST0016,01-12-2025,01-12-2025 21:45,0,764,No,No Delay,Yes,1036959
11629,TR0139,RT0267,ST0001,24-09-2025,24-09-2025 06:45,43,739,No,Weather,No,666445
11630,TR0017,RT0229,ST0047,25-11-2025,25-11-2025 17:30,11,323,No,Congestion,Yes,201417
11631,TR0154,RT0282,ST0052,16-01-2025,16-01-2025 11:00,16,260,No,Track Maintenance,No,261174
11632,TR0023,RT0202,ST0037,08-10-2025,08-10-2025 21:45,44,1289,No,Congestion,No,409572
11633,TR0184,RT0232,ST0045,21-07-2025,21-07-2025 09:45,0,1288,No,No Delay,Yes,1694361
11634,TR0180,RT0019,ST0014,25-03-2025,25-03-2025 14:45,0,407,No,No Delay,Yes,240663
11635,TR0048,RT0016,ST0057,24-10-2025,24-10-2025 11:00,0,1171,No,No Delay,Yes,1034066
11636,TR0020,RT0056,ST0034,06-03-2025,06-03-2025 00:45,0,510,No,No Delay,Yes,519927
11637,TR0002,RT0114,ST0066,09-06-2025,09-06-2025 09:15,0,322,No,No Delay,Yes,354213
11638,TR0088,RT0068,ST0031,14-04-2025,14-04-2025 10:15,21,618,No,Technical Issue,No,844498
11639,TR0031,RT0078,ST0083,17-12-2025,17-12-2025 19:30,22,314,No,Crew Delay,No,148528
11640,TR0155,RT0030,ST0083,25-06-2025,25-06-2025 21:45,0,350,No,No Delay,Yes,247357
11641,TR0130,RT0007,ST0044,23-02-2025,23-02-2025 18:00,0,1179,No,No Delay,Yes,424278
11642,TR0078,RT0152,ST0023,05-05-2025,05-05-2025 14:45,25,304,No,Technical Issue,No,366430
11643,TR0004,RT0022,ST0094,16-03-2025,16-03-2025 02:30,11,1025,No,Congestion,Yes,672884
11644,TR0141,RT0030,ST0081,02-05-2025,02-05-2025 15:15,0,581,No,No Delay,Yes,324983
11645,TR0163,RT0167,ST0066,10-02-2025,10-02-2025 19:00,1,831,No,No Delay,Yes,562522
11646,TR0128,RT0148,ST0011,05-12-2025,05-12-2025 20:30,0,638,No,No Delay,Yes,475754
11647,TR0200,RT0049,ST0049,02-03-2025,02-03-2025 15:45,114,329,No,Signal Failure,No,164895
11648,TR0194,RT0298,ST0078,15-05-2025,15-05-2025 09:45,10,228,No,Crew Delay,Yes,144622
11649,TR0134,RT0262,ST0058,12-04-2025,12-04-2025 14:00,54,540,No,Technical Issue,No,263651
11650,TR0031,RT0181,ST0029,22-02-2025,22-02-2025 07:00,0,502,No,No Delay,Yes,371280
11651,TR0138,RT0290,ST0083,16-08-2025,16-08-2025 01:45,99,388,No,Signal Failure,No,378143
11652,TR0021,RT0122,ST0092,19-12-2025,19-12-2025 03:15,0,846,No,No Delay,Yes,1085838
11653,TR0023,RT0124,ST0051,10-04-2025,10-04-2025 13:30,54,483,No,Technical Issue,No,469727
11654,TR0131,RT0266,ST0001,13-11-2025,13-11-2025 17:15,30,331,No,Congestion,No,362598
11655,TR0160,RT0028,ST0005,15-12-2025,15-12-2025 02:45,60,216,No,Track Maintenance,No,92836
11656,TR0148,RT0259,ST0034,04-02-2025,04-02-2025 02:45,67,1143,No,Technical Issue,No,1550128
11657,TR0029,RT0077,ST0078,16-09-2025,16-09-2025 22:00,0,1293,No,No Delay,Yes,1602150
11658,TR0105,RT0194,ST0019,16-11-2025,16-11-2025 04:15,0,957,No,No Delay,Yes,1229600
11659,TR0052,RT0035,ST0088,19-05-2025,19-05-2025 01:45,1,115,No,No Delay,Yes,68908
11660,TR0115,RT0114,ST0040,10-05-2025,10-05-2025 05:15,69,1017,No,Track Maintenance,No,924007
11661,TR0174,RT0062,ST0081,23-10-2025,23-10-2025 03:30,29,99,Yes,Crew Delay,No,9853
11662,TR0162,RT0052,ST0066,16-04-2025,16-04-2025 01:45,0,350,No,No Delay,Yes,446530
11663,TR0101,RT0116,ST0095,09-04-2025,09-04-2025 18:30,22,898,No,Technical Issue,No,1273165
11664,TR0084,RT0047,ST0081,19-09-2025,19-09-2025 14:45,18,757,No,Crew Delay,No,756695
11665,TR0061,RT0101,ST0064,20-12-2025,20-12-2025 01:45,24,693,No,Technical Issue,No,405947
11666,TR0125,RT0279,ST0072,21-01-2025,21-01-2025 03:30,70,1290,Yes,Congestion,No,412179
11667,TR0200,RT0107,ST0017,12-08-2025,12-08-2025 13:00,0,130,No,No Delay,Yes,109252
11668,TR0071,RT0035,ST0038,02-07-2025,02-07-2025 11:00,93,648,No,Signal Failure,No,467759
11669,TR0070,RT0288,ST0090,06-12-2025,06-12-2025 02:45,59,963,No,Congestion,No,466184
11670,TR0139,RT0002,ST0043,21-12-2025,21-12-2025 07:30,0,1083,No,No Delay,Yes,676390
11671,TR0108,RT0239,ST0040,10-07-2025,10-07-2025 19:00,46,267,Yes,Congestion,No,97550
11672,TR0191,RT0272,ST0045,04-11-2025,04-11-2025 09:45,83,913,No,Technical Issue,No,688352
11673,TR0021,RT0144,ST0040,20-10-2025,20-10-2025 18:45,75,270,No,Congestion,No,127614
11674,TR0131,RT0092,ST0071,17-07-2025,17-07-2025 14:00,26,502,No,Crew Delay,No,431414
11675,TR0082,RT0221,ST0088,02-09-2025,02-09-2025 13:30,30,588,No,Track Maintenance,No,197814
11676,TR0088,RT0054,ST0094,09-01-2025,09-01-2025 18:00,88,939,No,Signal Failure,No,687963
11677,TR0111,RT0228,ST0090,03-05-2025,03-05-2025 19:45,89,949,Yes,Weather,No,115298
11678,TR0010,RT0033,ST0030,01-02-2025,01-02-2025 22:15,79,588,No,Track Maintenance,No,333200
11679,TR0155,RT0214,ST0035,24-12-2025,24-12-2025 18:30,64,471,Yes,Signal Failure,No,46060
11680,TR0012,RT0136,ST0066,22-04-2025,22-04-2025 22:15,0,609,No,No Delay,Yes,507434
11681,TR0007,RT0248,ST0044,31-07-2025,31-07-2025 13:15,22,290,No,Technical Issue,No,325872
11682,TR0145,RT0053,ST0004,16-09-2025,16-09-2025 21:15,0,274,No,No Delay,Yes,274375
11683,TR0193,RT0064,ST0064,04-10-2025,04-10-2025 05:45,0,126,No,No Delay,Yes,51605
11684,TR0192,RT0037,ST0005,24-11-2025,24-11-2025 07:15,2,236,No,No Delay,Yes,297260
11685,TR0114,RT0212,ST0048,26-04-2025,26-04-2025 18:15,0,237,No,No Delay,Yes,243755
11686,TR0026,RT0012,ST0066,26-08-2025,26-08-2025 02:30,0,124,No,No Delay,Yes,105561
11687,TR0015,RT0084,ST0095,24-06-2025,24-06-2025 23:00,90,175,No,Technical Issue,No,191481
11688,TR0033,RT0094,ST0027,21-01-2025,21-01-2025 02:45,84,1328,No,Signal Failure,No,1554784
11689,TR0062,RT0207,ST0024,25-10-2025,25-10-2025 03:00,27,154,Yes,Track Maintenance,No,71400
11690,TR0047,RT0038,ST0056,18-12-2025,18-12-2025 22:45,98,1281,No,Technical Issue,No,326979
11691,TR0095,RT0203,ST0045,25-05-2025,25-05-2025 06:30,0,774,No,No Delay,Yes,995885
11692,TR0035,RT0270,ST0068,09-02-2025,09-02-2025 01:00,48,1288,No,Congestion,No,1642810
11693,TR0193,RT0075,ST0028,27-02-2025,27-02-2025 12:00,0,1269,No,No Delay,Yes,1831065
11694,TR0200,RT0128,ST0005,25-04-2025,25-04-2025 10:45,2,174,No,No Delay,Yes,151586
11695,TR0076,RT0152,ST0091,11-02-2025,11-02-2025 12:45,46,1115,No,Congestion,No,693970
11696,TR0123,RT0010,ST0047,09-12-2025,09-12-2025 01:00,0,1002,No,No Delay,Yes,647425
11697,TR0083,RT0038,ST0005,09-11-2025,09-11-2025 03:00,33,412,No,Congestion,No,103003
11698,TR0025,RT0105,ST0005,05-02-2025,05-02-2025 20:15,0,1303,No,No Delay,Yes,1178411
11699,TR0057,RT0165,ST0048,10-09-2025,10-09-2025 15:00,81,1380,No,Signal Failure,No,1506891
11700,TR0032,RT0032,ST0073,21-02-2025,21-02-2025 21:00,42,988,No,Crew Delay,No,901573
11701,TR0063,RT0212,ST0047,11-12-2025,11-12-2025 14:45,30,820,No,Signal Failure,No,563336
11702,TR0012,RT0014,ST0062,10-01-2025,10-01-2025 22:00,73,1366,No,Technical Issue,No,1099128
11703,TR0063,RT0230,ST0027,01-06-2025,01-06-2025 14:15,51,185,Yes,Congestion,No,38256
11704,TR0077,RT0132,ST0004,30-11-2025,30-11-2025 02:00,14,130,No,Weather,Yes,41351
11705,TR0092,RT0152,ST0049,28-05-2025,28-05-2025 12:30,0,1012,No,No Delay,Yes,817497
11706,TR0001,RT0096,ST0088,21-02-2025,21-02-2025 16:45,14,1255,No,Congestion,Yes,949822
11707,TR0179,RT0010,ST0091,04-09-2025,04-09-2025 17:45,74,1004,No,Weather,No,675722
11708,TR0070,RT0016,ST0065,27-09-2025,27-09-2025 15:00,39,1062,No,Technical Issue,No,1257793
11709,TR0136,RT0167,ST0096,14-03-2025,14-03-2025 00:30,12,918,No,Weather,Yes,900548
11710,TR0196,RT0096,ST0080,07-09-2025,07-09-2025 13:15,11,1061,No,Crew Delay,Yes,1495397
11711,TR0133,RT0018,ST0087,11-06-2025,11-06-2025 01:15,46,1184,No,Congestion,No,691863
11712,TR0086,RT0007,ST0092,25-03-2025,25-03-2025 05:00,62,1267,No,Technical Issue,No,844655
11713,TR0039,RT0184,ST0061,19-11-2025,19-11-2025 22:00,0,1088,No,No Delay,Yes,901488
11714,TR0023,RT0245,ST0020,22-04-2025,22-04-2025 11:00,88,468,No,Track Maintenance,No,160580
11715,TR0068,RT0082,ST0081,13-04-2025,13-04-2025 07:00,49,828,No,Technical Issue,No,509907
11716,TR0180,RT0131,ST0100,12-01-2025,12-01-2025 23:15,22,1181,No,Congestion,No,433877
11717,TR0004,RT0129,ST0008,25-10-2025,25-10-2025 06:00,2,181,No,No Delay,Yes,74532
11718,TR0126,RT0289,ST0082,15-08-2025,15-08-2025 17:00,44,987,No,Crew Delay,No,1029217
11719,TR0175,RT0074,ST0013,20-08-2025,20-08-2025 10:00,73,783,No,Weather,No,877868
11720,TR0021,RT0059,ST0073,17-05-2025,17-05-2025 20:00,0,1354,No,No Delay,Yes,443351
11721,TR0184,RT0072,ST0037,20-02-2025,20-02-2025 19:45,0,1053,No,No Delay,Yes,458824
11722,TR0105,RT0160,ST0094,06-02-2025,06-02-2025 01:00,36,1148,No,Track Maintenance,No,1183284
11723,TR0066,RT0087,ST0043,30-05-2025,30-05-2025 10:15,62,647,No,Signal Failure,No,848624
11724,TR0187,RT0017,ST0092,17-05-2025,17-05-2025 07:45,55,569,No,Technical Issue,No,216176
11725,TR0007,RT0089,ST0056,26-04-2025,26-04-2025 19:15,1,994,No,No Delay,Yes,628362
11726,TR0049,RT0149,ST0050,04-03-2025,04-03-2025 16:45,59,669,No,Technical Issue,No,744372
11727,TR0016,RT0006,ST0082,07-12-2025,07-12-2025 21:00,46,205,No,Congestion,No,198701
11728,TR0145,RT0084,ST0020,25-11-2025,25-11-2025 12:00,61,773,No,Technical Issue,No,585688
11729,TR0084,RT0084,ST0048,10-10-2025,10-10-2025 19:30,110,257,No,Signal Failure,No,184127
11730,TR0087,RT0250,ST0100,26-04-2025,26-04-2025 11:45,69,980,No,Congestion,No,579355
11731,TR0098,RT0154,ST0019,30-10-2025,30-10-2025 22:30,44,162,No,Track Maintenance,No,167918
11732,TR0075,RT0072,ST0069,25-11-2025,25-11-2025 22:45,33,239,Yes,Technical Issue,No,29650
11733,TR0034,RT0109,ST0098,11-10-2025,11-10-2025 10:45,21,735,No,Technical Issue,No,518948
11734,TR0161,RT0112,ST0017,04-02-2025,04-02-2025 20:00,55,937,No,Weather,No,1334907
11735,TR0026,RT0172,ST0028,29-12-2025,29-12-2025 12:00,58,531,No,Track Maintenance,No,165092
11736,TR0066,RT0187,ST0036,15-06-2025,15-06-2025 08:45,38,742,No,Technical Issue,No,423480
11737,TR0125,RT0285,ST0038,06-04-2025,06-04-2025 06:30,23,681,No,Congestion,No,984336
11738,TR0063,RT0273,ST0094,18-06-2025,18-06-2025 09:30,36,737,No,Weather,No,813713
11739,TR0087,RT0018,ST0082,19-11-2025,19-11-2025 20:45,62,421,No,Track Maintenance,No,322904
11740,TR0041,RT0168,ST0070,03-07-2025,03-07-2025 11:45,78,144,No,Track Maintenance,No,118406
11741,TR0186,RT0082,ST0026,17-05-2025,17-05-2025 07:00,0,383,No,No Delay,Yes,314054
11742,TR0098,RT0075,ST0079,20-02-2025,20-02-2025 11:15,2,944,No,No Delay,Yes,848374
11743,TR0124,RT0249,ST0001,16-08-2025,16-08-2025 11:15,0,580,No,No Delay,Yes,634569
11744,TR0079,RT0131,ST0081,18-03-2025,18-03-2025 13:15,0,1121,No,No Delay,Yes,293972
11745,TR0010,RT0201,ST0095,14-08-2025,14-08-2025 10:30,0,380,No,No Delay,Yes,274703
11746,TR0015,RT0296,ST0002,27-07-2025,27-07-2025 13:30,115,463,Yes,Signal Failure,No,265595
11747,TR0042,RT0068,ST0036,12-06-2025,12-06-2025 13:00,0,1285,No,No Delay,Yes,1211543
11748,TR0093,RT0020,ST0056,16-01-2025,16-01-2025 10:45,42,632,No,Congestion,No,914500
11749,TR0185,RT0271,ST0035,17-06-2025,17-06-2025 01:45,63,413,No,Weather,No,0
11750,TR0017,RT0093,ST0027,21-11-2025,21-11-2025 21:00,24,641,No,Congestion,No,477475
11751,TR0188,RT0133,ST0067,08-01-2025,08-01-2025 07:00,28,108,No,Weather,No,145374
11752,TR0009,RT0295,ST0056,10-06-2025,10-06-2025 06:00,39,734,No,Technical Issue,No,660593
11753,TR0114,RT0296,ST0046,10-08-2025,10-08-2025 14:45,27,819,No,Congestion,No,927205
11754,TR0036,RT0135,ST0020,15-06-2025,15-06-2025 03:15,22,110,No,Crew Delay,No,77212
11755,TR0036,RT0033,ST0008,08-11-2025,08-11-2025 00:30,0,1125,No,No Delay,Yes,1163563
11756,TR0048,RT0293,ST0093,18-08-2025,18-08-2025 02:30,109,134,No,Signal Failure,No,65743
11757,TR0051,RT0032,ST0072,20-01-2025,20-01-2025 20:30,71,162,No,Track Maintenance,No,118816
11758,TR0097,RT0043,ST0091,21-02-2025,21-02-2025 05:30,119,128,No,Signal Failure,No,56901
11759,TR0119,RT0292,ST0026,17-11-2025,17-11-2025 18:45,37,601,No,Crew Delay,No,429618
11760,TR0095,RT0281,ST0074,07-03-2025,07-03-2025 01:15,54,87,No,Track Maintenance,No,40907
11761,TR0070,RT0108,ST0062,02-10-2025,02-10-2025 14:45,12,1267,No,Congestion,Yes,751272
11762,TR0074,RT0096,ST0094,21-08-2025,21-08-2025 18:00,75,476,No,Signal Failure,No,306673
11763,TR0080,RT0066,ST0033,18-12-2025,18-12-2025 20:30,0,806,No,No Delay,Yes,952775
11764,TR0068,RT0009,ST0061,03-10-2025,03-10-2025 18:45,13,1397,No,Congestion,Yes,1617504
11765,TR0150,RT0230,ST0100,29-12-2025,29-12-2025 23:30,26,1357,No,Signal Failure,No,1753927
11766,TR0077,RT0221,ST0020,04-11-2025,04-11-2025 22:45,75,1354,No,Signal Failure,No,637742
11767,TR0116,RT0278,ST0068,22-05-2025,22-05-2025 08:30,85,181,No,Signal Failure,No,62355
11768,TR0006,RT0099,ST0087,02-05-2025,02-05-2025 18:00,0,1082,No,No Delay,Yes,688259
11769,TR0154,RT0271,ST0029,24-07-2025,24-07-2025 12:45,54,1020,No,Congestion,No,696316
11770,TR0075,RT0263,ST0046,01-04-2025,01-04-2025 07:30,0,1378,No,No Delay,Yes,1750659
11771,TR0088,RT0164,ST0096,02-05-2025,02-05-2025 23:45,0,1172,No,No Delay,Yes,935980
11772,TR0003,RT0016,ST0037,06-07-2025,06-07-2025 20:45,109,620,No,Signal Failure,No,477175
11773,TR0052,RT0169,ST0090,21-03-2025,21-03-2025 05:45,59,345,No,Technical Issue,No,425840
11774,TR0074,RT0021,ST0053,05-06-2025,05-06-2025 09:00,60,476,Yes,Crew Delay,No,241629
11775,TR0125,RT0028,ST0005,16-09-2025,16-09-2025 08:15,87,384,Yes,Signal Failure,No,139970
11776,TR0188,RT0083,ST0088,07-05-2025,07-05-2025 14:45,0,611,No,No Delay,Yes,379405
11777,TR0191,RT0273,ST0066,04-01-2025,04-01-2025 13:30,0,1078,No,No Delay,Yes,1078780
11778,TR0065,RT0036,ST0015,01-08-2025,01-08-2025 01:00,66,371,No,Technical Issue,No,352942
11779,TR0052,RT0276,ST0046,10-03-2025,10-03-2025 00:00,61,807,No,Congestion,No,1126719
11780,TR0076,RT0233,ST0057,27-12-2025,27-12-2025 10:45,0,413,No,No Delay,Yes,421105
11781,TR0142,RT0104,ST0008,19-08-2025,19-08-2025 14:30,70,117,No,Signal Failure,No,45016
11782,TR0089,RT0006,ST0037,06-10-2025,06-10-2025 14:45,82,250,No,Technical Issue,No,274693
11783,TR0072,RT0023,ST0057,01-03-2025,01-03-2025 05:30,43,1236,No,Crew Delay,No,1708645
11784,TR0068,RT0170,ST0014,10-10-2025,10-10-2025 00:00,30,1015,No,Congestion,No,832398
11785,TR0156,RT0152,ST0005,29-04-2025,29-04-2025 16:30,10,610,No,Weather,Yes,450311
11786,TR0199,RT0244,ST0073,02-11-2025,02-11-2025 02:45,25,130,Yes,Crew Delay,No,37944
11787,TR0138,RT0241,ST0086,25-09-2025,25-09-2025 13:15,0,140,No,No Delay,Yes,147397
11788,TR0115,RT0261,ST0043,18-05-2025,18-05-2025 19:45,47,1392,No,Technical Issue,No,1727329
11789,TR0057,RT0046,ST0049,18-02-2025,18-02-2025 11:00,74,1311,No,Technical Issue,No,1760514
11790,TR0066,RT0273,ST0044,18-08-2025,18-08-2025 19:00,22,546,No,Signal Failure,No,516485
11791,TR0090,RT0075,ST0056,08-08-2025,08-08-2025 11:30,44,1203,No,Crew Delay,No,1593732
11792,TR0050,RT0283,ST0048,29-12-2025,29-12-2025 04:45,43,848,No,Congestion,No,865737
11793,TR0014,RT0196,ST0030,04-02-2025,04-02-2025 05:00,59,655,No,Track Maintenance,No,758867
11794,TR0016,RT0023,ST0033,01-07-2025,01-07-2025 19:30,102,475,No,Signal Failure,No,366573
11795,TR0182,RT0087,ST0037,30-04-2025,30-04-2025 22:30,36,1097,No,Track Maintenance,No,948939
11796,TR0171,RT0121,ST0050,03-10-2025,03-10-2025 14:30,0,454,No,No Delay,Yes,370857
11797,TR0042,RT0149,ST0007,25-09-2025,25-09-2025 01:45,0,1192,Yes,No Delay,No,705729
11798,TR0110,RT0150,ST0067,16-09-2025,16-09-2025 07:00,51,177,No,Congestion,No,202023
11799,TR0022,RT0065,ST0043,15-09-2025,15-09-2025 19:30,68,1305,No,Weather,No,1333091
11800,TR0068,RT0160,ST0040,05-10-2025,05-10-2025 05:45,53,357,No,Crew Delay,No,113536
11801,TR0019,RT0284,ST0032,18-10-2025,18-10-2025 16:30,67,1379,No,Technical Issue,No,448707
11802,TR0066,RT0082,ST0100,25-08-2025,25-08-2025 17:30,19,106,No,Signal Failure,No,69586
11803,TR0167,RT0007,ST0055,01-09-2025,01-09-2025 13:30,65,773,No,Congestion,No,1009893
11804,TR0073,RT0182,ST0083,09-01-2025,09-01-2025 19:30,41,1109,No,Crew Delay,No,348954
11805,TR0147,RT0014,ST0095,09-12-2025,09-12-2025 09:00,0,1044,No,No Delay,Yes,322183
11806,TR0144,RT0183,ST0094,11-09-2025,11-09-2025 12:45,0,464,No,No Delay,Yes,511757
11807,TR0054,RT0044,ST0089,30-09-2025,30-09-2025 16:30,1,601,No,No Delay,Yes,675563
11808,TR0153,RT0174,ST0077,22-05-2025,22-05-2025 00:15,50,635,No,Crew Delay,No,817529
11809,TR0112,RT0014,ST0076,01-09-2025,01-09-2025 22:15,0,485,No,No Delay,Yes,209183
11810,TR0018,RT0300,ST0009,14-04-2025,14-04-2025 07:15,2,303,No,No Delay,Yes,107105
11811,TR0151,RT0073,ST0009,05-07-2025,05-07-2025 15:00,0,853,No,No Delay,Yes,387394
11812,TR0117,RT0223,ST0064,05-02-2025,05-02-2025 12:45,18,274,Yes,Technical Issue,No,84683
11813,TR0085,RT0002,ST0045,10-06-2025,10-06-2025 06:45,32,626,No,Technical Issue,No,495888
11814,TR0139,RT0210,ST0091,05-03-2025,05-03-2025 18:00,59,669,No,Technical Issue,No,777980
11815,TR0039,RT0261,ST0061,21-05-2025,21-05-2025 07:00,0,1071,No,No Delay,Yes,808643
11816,TR0105,RT0090,ST0095,11-06-2025,11-06-2025 23:00,69,359,No,Track Maintenance,No,491575
11817,TR0068,RT0252,ST0070,13-05-2025,13-05-2025 20:30,53,834,Yes,Weather,No,327473
11818,TR0025,RT0047,ST0093,21-04-2025,21-04-2025 11:15,0,1106,No,No Delay,Yes,850327
11819,TR0191,RT0163,ST0094,19-07-2025,19-07-2025 23:15,49,760,No,Track Maintenance,No,951977
11820,TR0158,RT0116,ST0038,01-10-2025,01-10-2025 15:30,35,204,No,Signal Failure,No,294481
11821,TR0173,RT0079,ST0075,30-03-2025,30-03-2025 12:00,51,235,No,Congestion,No,299851
11822,TR0123,RT0008,ST0046,18-01-2025,18-01-2025 17:30,1,198,No,No Delay,Yes,249707
11823,TR0121,RT0023,ST0070,06-12-2025,06-12-2025 12:15,63,1139,No,Technical Issue,No,587279
11824,TR0061,RT0269,ST0064,03-10-2025,03-10-2025 20:45,71,1048,No,Track Maintenance,No,308270
11825,TR0100,RT0279,ST0095,25-12-2025,25-12-2025 18:00,0,653,Yes,No Delay,No,43380
11826,TR0051,RT0031,ST0035,26-12-2025,26-12-2025 05:30,1,705,No,No Delay,Yes,386202
11827,TR0098,RT0170,ST0012,06-12-2025,06-12-2025 11:15,13,1229,No,Crew Delay,Yes,1116284
11828,TR0137,RT0130,ST0048,31-12-2025,31-12-2025 05:15,83,614,No,Technical Issue,No,369779
11829,TR0002,RT0157,ST0063,17-09-2025,17-09-2025 18:00,0,1150,No,No Delay,Yes,1538920
11830,TR0005,RT0022,ST0045,22-01-2025,22-01-2025 22:45,31,942,No,Weather,No,479906
11831,TR0190,RT0126,ST0006,05-08-2025,05-08-2025 15:45,66,312,No,Congestion,No,385551
11832,TR0197,RT0169,ST0045,07-12-2025,07-12-2025 13:15,99,679,No,Signal Failure,No,625013
11833,TR0180,RT0166,ST0090,20-07-2025,20-07-2025 23:15,90,596,No,Weather,No,301682
11834,TR0086,RT0157,ST0032,22-09-2025,22-09-2025 11:30,89,269,No,Technical Issue,No,245292
11835,TR0133,RT0022,ST0068,06-07-2025,06-07-2025 17:15,0,192,No,No Delay,Yes,224727
11836,TR0187,RT0264,ST0003,16-10-2025,16-10-2025 15:30,78,392,No,Technical Issue,No,542245
11837,TR0068,RT0263,ST0002,27-12-2025,27-12-2025 16:15,12,913,No,Crew Delay,Yes,882917
11838,TR0009,RT0212,ST0020,20-09-2025,20-09-2025 15:45,43,1061,No,Track Maintenance,No,325968
11839,TR0093,RT0164,ST0083,07-03-2025,07-03-2025 10:00,7,212,No,Crew Delay,Yes,129013
11840,TR0150,RT0136,ST0039,07-04-2025,07-04-2025 15:30,56,425,No,Track Maintenance,No,572045
11841,TR0155,RT0252,ST0012,18-10-2025,18-10-2025 08:15,0,420,No,No Delay,Yes,373570
11842,TR0138,RT0205,ST0061,03-04-2025,03-04-2025 14:00,1,714,No,No Delay,Yes,812553
11843,TR0125,RT0242,ST0036,09-06-2025,09-06-2025 17:15,48,1297,No,Track Maintenance,No,806477
11844,TR0061,RT0279,ST0092,14-09-2025,14-09-2025 07:30,13,562,No,Weather,Yes,691007
11845,TR0051,RT0061,ST0009,27-04-2025,27-04-2025 17:00,0,862,No,No Delay,Yes,271790
11846,TR0010,RT0299,ST0044,17-12-2025,17-12-2025 02:45,105,1129,No,Signal Failure,No,554660
11847,TR0134,RT0095,ST0075,29-06-2025,29-06-2025 04:45,0,0,No,No Delay,Yes,578841
11848,TR0062,RT0148,ST0053,04-02-2025,04-02-2025 01:00,18,508,No,Congestion,No,204926
11849,TR0113,RT0259,ST0030,23-10-2025,23-10-2025 10:15,0,479,No,No Delay,Yes,219911
11850,TR0133,RT0030,ST0066,22-10-2025,22-10-2025 18:30,66,693,No,Congestion,No,549206
11851,TR0122,RT0018,ST0038,20-01-2025,20-01-2025 22:45,42,768,No,Crew Delay,No,374336
11852,TR0198,RT0187,ST0038,19-12-2025,19-12-2025 01:30,15,1159,No,Weather,Yes,1484228
11853,TR0191,RT0212,ST0033,03-08-2025,03-08-2025 17:30,0,1126,No,No Delay,Yes,357914
11854,TR0123,RT0035,ST0071,22-02-2025,22-02-2025 06:30,54,471,No,Technical Issue,No,629824
11855,TR0184,RT0147,ST0085,20-05-2025,20-05-2025 15:00,100,406,No,Technical Issue,No,429497
11856,TR0187,RT0282,ST0055,16-05-2025,16-05-2025 00:30,58,1323,No,Congestion,No,480051
11857,TR0063,RT0035,ST0076,18-06-2025,18-06-2025 12:45,35,745,No,Congestion,No,200098
11858,TR0111,RT0076,ST0085,02-05-2025,02-05-2025 02:15,78,299,No,Weather,No,324583
11859,TR0089,RT0072,ST0023,19-05-2025,19-05-2025 17:30,99,882,No,Signal Failure,No,701055
11860,TR0187,RT0249,ST0070,26-01-2025,26-01-2025 03:45,62,668,No,Congestion,No,553262
11861,TR0051,RT0057,ST0014,03-08-2025,03-08-2025 19:45,1,1057,No,No Delay,Yes,1398839
11862,TR0178,RT0010,ST0096,07-02-2025,07-02-2025 16:00,31,178,No,Weather,No,149118
11863,TR0132,RT0213,ST0049,13-05-2025,13-05-2025 04:45,66,1106,No,Weather,No,1096529
11864,TR0104,RT0237,ST0045,15-10-2025,15-10-2025 06:15,39,1097,No,Crew Delay,No,1568913
11865,TR0123,RT0234,ST0077,16-07-2025,16-07-2025 08:45,78,1302,No,Track Maintenance,No,1040560
11866,TR0048,RT0223,ST0027,22-04-2025,22-04-2025 03:00,0,1139,No,No Delay,Yes,295545
11867,TR0032,RT0104,ST0075,23-05-2025,23-05-2025 21:45,53,873,No,Signal Failure,No,1210565
11868,TR0120,RT0098,ST0096,29-12-2025,29-12-2025 08:30,47,1317,No,Congestion,No,1093132
11869,TR0179,RT0226,ST0067,04-11-2025,04-11-2025 16:45,0,1098,No,No Delay,Yes,1541583
11870,TR0180,RT0222,ST0049,28-01-2025,28-01-2025 09:00,90,161,No,Track Maintenance,No,191639
11871,TR0099,RT0280,ST0002,27-05-2025,27-05-2025 16:30,11,699,No,Track Maintenance,Yes,279597
